name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes,normalized_category,target_kind,review_status,review_gates,dedupe_key,source_file
Jack's Bakeshop,131 Dean A McGee Ave Suite 115,Oklahoma City,OK,73115,USA,food,artisan bakery,croissants; baked fresh daily; sourdough croissants; pastries; cakes; online ordering,Artisan bakery founded from a Mesta Park apartment and now serving fresh-baked croissants and pastries in downtown Oklahoma City.,https://www.jacks-bakehouse.com/,https://www.instagram.com/jacksbakehouseokc/,https://www.facebook.com/signaturebakeryokc/,,https://www.jacks-bakehouse.com/,Jack’s Bakeshop official website,Black-owned,https://downtownokc.com/black-owned-businesses/,Official site provides address and bakery history; Downtown OKC directory lists Jack’s Bakeshop in its Black-owned business directory.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,jack s bakeshop|131 dean a mcgee ave suite 115|oklahoma city|ok,49.csv
Naija Wife Kitchen,119 North Robinson Avenue,Oklahoma City,OK,73102,USA,food,Nigerian restaurant and catering,Nigerian cuisine; gluten-free; vegan options; jollof rice; fried plantains; stewed goat; suya wings; catering; private events,"Nigerian restaurant in downtown OKC offering gluten-free cuisine, vegan options, online ordering, catering, and private-event planning.",https://naijawifekitchen.com/,https://www.instagram.com/naijawifekitchen,,,https://naijawifekitchen.com/,Naija Wife Kitchen official website,Black-owned,https://downtownokc.com/black-owned-businesses/,"Official site lists OKC location, hours, menu/service details; Downtown OKC directory explicitly includes it in its Black-owned business directory.",Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,naija wife kitchen|119 north robinson avenue|oklahoma city|ok,49.csv
Oak Room OKC,808 NW 6th St,Oklahoma City,OK,73106,USA,nightlife,bar and lounge,cocktails; craft beer; wine; premium spirits; dancing; lounge atmosphere; DJ; karaoke; shisha; reservations,"Exclusive Oklahoma City nightlife bar and lounge offering crafted cocktails, wine, premium spirits, dancing, music, events, and reservations.",https://www.oakroomokc.com/,https://www.instagram.com/oakroomokc/,,,https://www.oakroomokc.com/,Oak Room OKC official website,Black-owned,https://downtownokc.com/black-owned-businesses/,"Official site provides address, hours, services, and social link; Downtown OKC directory lists Oak Room in its Black-owned business directory.",Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,oak room okc|808 nw 6th st|oklahoma city|ok,49.csv
Parlor OKC,11 NE 6th St,Oklahoma City,OK,73104,USA,food,food hall and nightlife,7 kitchens; 2 bars; artisan cocktails; craft beer; Mexican food; onion burgers; hot dogs; sushi; pizza; fried chicken; Filipino cuisine; brunch; events; late night,"Automobile Alley food hall and social venue with seven kitchens, two bars, artisan cocktails, craft beer, brunch, events, and late-night hours.",https://parlorokc.com/,,https://www.facebook.com/ParlorOKC/,https://www.instagram.com/parlorokc,https://parlorokc.com/,Parlor OKC official website,,,"Official site provides exact address, current kitchen concepts, events, ordering, and late-night information.",Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,parlor okc|11 ne 6th st|oklahoma city|ok,49.csv
Crossings Community Clinic,222 NW 12th St,Oklahoma City,OK,73103,USA,health,free charitable clinic,medical care; dental care; vision care; pharmacy; uninsured patients; community clinic; volunteers,"Free charitable community clinic serving uninsured patients with medical, dental, and vision healthcare through staff and licensed professional volunteers; Midtown site includes pharmacy.",https://clinic.crossings.church/,https://instagram.com/crossingsclinic,https://facebook.com/crossingscommunityclinic,,https://clinic.crossings.church/,Crossings Community Clinic official website,,,"Official site lists Midtown address, services, hours, and mission; regulated healthcare provider included because official source identifies licensed professionals and active clinic operations.",Health & Wellness,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,crossings community clinic|222 nw 12th st|oklahoma city|ok,49.csv
Advantage Heating & Air Conditioning,4317 SW 22nd St #705,Oklahoma City,OK,73108,USA,home trades,HVAC contractor,AC installation; AC repair; heating; furnace repair; water heaters; commercial HVAC; ductwork; ventilation; mini-splits; 24/7 emergency service,"Family-owned, NATE-certified HVAC contractor serving Oklahoma City with same-day and 24/7 emergency service for cooling, heating, water heaters, commercial HVAC, and ductwork.",https://advantageairokc.com/,,https://www.facebook.com/profile.php?id=61556264733909,,https://advantageairokc.com/,Advantage Heating & Air Conditioning official website,Family-owned,https://advantageairokc.com/,"Official site explicitly states family-owned, NATE-certified, fully licensed, bonded, and insured; exact OKC office address is listed.",Home & Property Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,advantage heating air conditioning|4317 sw 22nd st 705|oklahoma city|ok,49.csv
Joel A. Porter Attorney at Law,"4500 N. Lincoln Blvd., Suite #101",Oklahoma City,OK,73105,USA,law,general practice attorney,family law; estate planning; probate; criminal defense; personal injury; civil litigation; divorce; custody; wills; trusts; powers of attorney,"Oklahoma City attorney offering family law, estate planning and probate, criminal defense, personal injury, and civil litigation representation.",https://www.japorterlaw.com/,,https://www.facebook.com/joel.a.porter,,https://www.japorterlaw.com/top-black-attorney-in-oklahoma-city,Joel A. Porter Attorney at Law official website,Black attorney / African American attorney,https://www.japorterlaw.com/top-black-attorney-in-oklahoma-city,"Ownership field records the practitioner’s self-stated/source-backed identity designation, not an inferred business ownership claim. Official page provides two address variants; this row uses the contact block address.",Legal & Government Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,joel a porter attorney at law|4500 n lincoln blvd suite 101|oklahoma city|ok,49.csv
Mazaheri Law Firm,3000 W. Memorial Rd. Suite 230,Oklahoma City,OK,73120,USA,law,family and employment law,family law; employment law; legal representation; client advocacy; immigration-related support,"Oklahoma City law firm providing client-focused legal representation, with listed practice areas including family law and employment law.",https://www.mazaherilawfirm.com/,https://www.instagram.com/mazaherilawfirm/,https://www.facebook.com/mazaherilaw,,https://www.mazaherilawfirm.com/,Mazaheri Law Firm official website,,,"Official site provides exact OKC address, active practice areas, team, and contact information.",Legal & Government Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,mazaheri law firm|3000 w memorial rd suite 230|oklahoma city|ok,49.csv
Plant People Shop,816 North Walker Avenue,Oklahoma City,OK,73102,USA,retail,plant shop and workshops,houseplants; rare plants; succulents; cactus; terrariums; candle pouring; plant care; repotting; plant maintenance; styling consultations; local gifts,"Community-oriented Midtown plant shop selling common and rare houseplants, plant-inspired gifts, and offering terrarium workshops, candle sessions, repotting, maintenance, and styling consultations.",https://www.plantpeopleshop.com/,https://www.instagram.com/plantpeopleshop/,https://www.facebook.com/plantpeopleshop/,,https://www.plantpeopleshop.com/,Plant People Shop official website,Black-owned,https://downtownokc.com/black-owned-businesses/,Official site gives exact location and services; Downtown OKC directory includes Plant People Shop in its Black-owned business directory.,Shopping & Retail,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,plant people shop|816 north walker avenue|oklahoma city|ok,49.csv
Poppi's Spa & Lounge,302 S. Frankfort Ste C,Tulsa,OK,74120,USA,beauty,spa and wellness,massages; body treatments; waxing; sugaring; facials; skincare; lounge day passes; memberships,"Holistic wellness spa and lounge offering massages, body treatments, waxing, sugaring, facials, skincare, and relaxation amenities.",https://www.tulsapoppi.com/,https://www.instagram.com/tulsapoppi,https://www.facebook.com/tulsapoppi,,https://www.tulsapoppi.com/services,Poppi's Spa & Lounge,Black-owned,https://downtowntulsa.com/post/black-owned-businesses-in-downtown-tulsa,Official services page provides address and services; Downtown Tulsa Partnership and Visit Tulsa identify it as Black-owned.,Beauty & Personal Care,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,poppi s spa lounge|302 s frankfort ste c|tulsa|ok,50.csv
The Loc Shop on Black Wall Street,101 N. Greenwood Suite 103,Tulsa,OK,74120,USA,beauty,loctician,dreadlocks; loc appointments; hair services; booking,Black Wall Street salon specializing in dreadlocks and loc appointments with online booking.,https://www.thelocshopbws.com/,https://www.instagram.com/the_locshoptulsa,https://www.facebook.com/p/The-Loc-Shop-on-Black-Wall-Street-100068900238739/,,https://www.thelocshopbws.com/,The Loc Shop on Black Wall Street,Black-owned,https://downtowntulsa.com/post/black-owned-businesses-in-downtown-tulsa,Official site confirms address and booking; Downtown Tulsa Partnership lists it as Black-owned.,Beauty & Personal Care,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,the loc shop on black wall street|101 n greenwood suite 103|tulsa|ok,50.csv
Black Wall Street Liquid Lounge,609 E. Pine Street,Tulsa,OK,74106,USA,food,coffee shop,coffee; croissant sandwiches; food and beverage catering; private events; workforce development,"Greenwood coffee shop serving Roots Java coffee and croissant sandwiches, with on/off-site catering and community-centered events.",https://bwsll.com/,https://www.instagram.com/BWStLiquidLounge,https://www.facebook.com/profile.php?id=61591530473609,https://www.tiktok.com/@BWStLiquidLounge,https://bwsll.com/,Black Wall Street Liquid Lounge,Black-owned,https://downtowntulsa.com/post/black-owned-businesses-in-downtown-tulsa,Official site gives current address; Downtown Tulsa Partnership explicitly lists it as Black-owned.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,black wall street liquid lounge|609 e pine street|tulsa|ok,50.csv
Mi Tea Lounge LLC,427 S. Boston Ave. Suite 105,Tulsa,OK,74103,USA,health,wellness tea lounge,organic tea; personalized tea blends; sea moss; oils; supplements; health consultations; lounge rental; events,"Tulsa-originated tea and wellness lounge offering organic teas, sea moss, oils, supplements, health consultations, and community events.",https://mitealounge.com/,https://www.instagram.com/mitealounge,https://www.facebook.com/102630371599614,,https://mitealounge.com/,Mi Tea Lounge LLC,Black-owned,https://downtowntulsa.com/post/black-owned-businesses-in-downtown-tulsa,"Ownership designation is from Downtown Tulsa Partnership directory; health claims are represented as the business's stated offerings, not medical advice.",Food & Drink,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,mi tea lounge llc|427 s boston ave suite 105|tulsa|ok,50.csv
Mother Road Market,1124 S Lewis Ave,Tulsa,OK,74104,USA,food,food hall and local marketplace,food hall; local entrepreneurs; retail shops; kids cooking classes; beer tastings; live music; events,"Tulsa food hall and local marketplace focused on food, unique retail, community gathering, local entrepreneurs, classes, tastings, and live music.",https://www.motherroadmarket.com/,https://instagram.com/motherroadmarket,https://www.facebook.com/motherroadmarket,,https://www.motherroadmarket.com/,Mother Road Market,,,"Official site confirms current address and describes food, retail, classes, tastings, and events.",Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,mother road market|1124 s lewis ave|tulsa|ok,50.csv
Sisserou's Caribbean Restaurant & Catering,107 North Boulder Avenue Unit C,Tulsa,OK,74103,USA,food,Caribbean restaurant and catering,Caribbean cuisine; Dominica-inspired dishes; online ordering; catering; private parties; reservations,"Downtown Tulsa restaurant serving made-from-scratch Caribbean cuisine inspired by Dominica, with catering and private events.",https://sisserousrestaurant.com/,https://www.instagram.com/sisseroutulsa,https://www.facebook.com/1389757254635674,,https://sisserousrestaurant.com/,Sisserou's Caribbean Restaurant & Catering,Black-owned,https://www.visittulsa.com/black-history/black-owned-businesses/,"Official site confirms address, menu, ordering, catering and parties; Visit Tulsa identifies it as Black-owned.",Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,sisserou s caribbean restaurant catering|107 north boulder avenue unit c|tulsa|ok,50.csv
Umberto's Pizza,3147 S Harvard Ave,Tulsa,OK,74135,USA,food,pizzeria,New York-style pizza; pizza by the slice; garlic knots; calzones; delivery; takeout,"Locally owned and operated Tulsa pizzeria established in 1998, serving fresh-from-scratch New York-style pizza, slices, garlic knots, and delivery.",https://umbertostulsa.com/,https://www.instagram.com/umbertostulsa,https://www.facebook.com/umbertostulsa,,https://umbertostulsa.com/,Umberto's Pizza,Locally owned and operated,https://umbertostulsa.com/,Ownership designation is self-stated on the official website; official site confirms current hours and address.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,umberto s pizza|3147 s harvard ave|tulsa|ok,50.csv
Wanda J's Next Generation Restaurant,3014 N. 74th E. Ave.,Tulsa,OK,74115,USA,food,southern restaurant,breakfast; fried chicken; soul food; catfish; pork chops; daily specials; catering; takeout,"Family-owned Southern restaurant serving breakfast, fried chicken, catfish, pork chops, daily specials, takeout, and catering.",https://www.wandajs.com/,https://www.facebook.com/wandajsnextgenerationrestaurant,,,https://www.wandajs.com/,Wanda J's Next Generation Restaurant,Family owned and operated,https://www.wandajs.com/,Official homepage announces move to 3014 N 74th E Ave and calls the business family owned and operated; stale footer address omitted.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,wanda j s next generation restaurant|3014 n 74th e ave|tulsa|ok,50.csv
ATX HVAC of Tulsa,134 N Florence Ave,Tulsa,OK,74110,USA,home trades,HVAC,AC installation; AC repair; maintenance; tune-ups; duct cleaning; heater installation; boiler repair; air quality testing; vent cleaning,"Tulsa HVAC contractor stating it is licensed and insured, providing heating and cooling installation, maintenance, repairs, duct cleaning, and air-quality services.",https://www.tulsahvac.net/,,https://www.facebook.com/tulsahvac/,,https://www.tulsahvac.net/,ATX HVAC of Tulsa,,,Official site states licensed and insured and gives Tulsa address; no ownership identity inferred.,Home & Property Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,atx hvac of tulsa|134 n florence ave|tulsa|ok,50.csv
Black Wall Street Tees & Souvenirs,101 North Greenwood Avenue,Tulsa,OK,74120,USA,retail,souvenirs and apparel,Black Wall Street apparel; T-shirts; souvenirs; Greenwood merchandise; online shop,"Greenwood District retailer offering Black Wall Street-themed T-shirts, apparel, and souvenirs online and in-store.",https://bwstees.com/,https://www.instagram.com/blackwallstreetees,https://www.facebook.com/people/Black-Wall-Street-T-Shirt-Souvenirs/100063565833417/,,https://www.visittulsa.com/listing/black-wall-street-tees-%26-souvenirs/2406/,Visit Tulsa,Black-owned,https://www.visittulsa.com/black-history/black-owned-businesses/,Official website supplies the shop link; Visit Tulsa supplies the Tulsa address and identifies it as Black-owned.,Shopping & Retail,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,black wall street tees souvenirs|101 north greenwood avenue|tulsa|ok,50.csv
Silhouette Sneakers & Art,10 N. Greenwood Ave. Suite C,Tulsa,OK,74120,USA,retail,sneakers and streetwear,authenticated sneakers; streetwear; apparel; art gallery; online retail,"Curated Tulsa retail experience selling authenticated limited sneakers, streetwear, apparel, and street-inspired art.",https://www.silhouettetulsa.com/,https://www.instagram.com/silhouettetulsa,https://www.facebook.com/silhouettetulsa,,https://www.silhouettetulsa.com/,Silhouette Sneakers & Art,Black-owned,https://downtowntulsa.com/post/black-owned-businesses-in-downtown-tulsa,Official site confirms current address and retail activity; Downtown Tulsa Partnership lists it as Black-owned.,Shopping & Retail,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,silhouette sneakers art|10 n greenwood ave suite c|tulsa|ok,50.csv
Hair Braiding Studio By Beauty Rose,346 Weston Rd,Toronto,ON,M6N 3P6,Canada,beauty,hair braiding,boho braids; box braids; knotless braids; loc retwists; cornrows; crochet braids,"Hair-braiding studio offering protective styles including boho, box and knotless braids, loc retwists, cornrows and crochet braids.",https://www.beautyrosehairsalon.com/,https://www.instagram.com/beautyrosehairsalon/,https://www.facebook.com/profile.php?id=100072410536431,,https://www.beautyrosehairsalon.com/,Beauty Rose official website,,,Official site lists a second East York location; this record uses the Toronto Weston Road location.,Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,hair braiding studio by beauty rose|346 weston rd|toronto|on,01.csv
JBI African Braiding Salon,1156 Bloor Street West,Toronto,ON,,Canada,beauty,African hair braiding,African hair braiding; box braids; cornrows; women styles; men styles; hair care,"Family-run African hair braiding salon offering styles for women, men and children, plus hair care.",https://jbisalon.online/,,,,https://jbisalon.online/,JBI official website,,,Official site publishes street address but not postal code.,Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,jbi african braiding salon|1156 bloor street west|toronto|on,01.csv
Passionate Hands 247,"66 Gerrard Street East, Unit 202",Toronto,ON,,Canada,beauty,braiding and beauty services,braiding; culturally rooted hairstyling; walk-in salon; beauty services; 24/7 salon,"Downtown Toronto salon offering culturally rooted braiding and beauty services, walk-ins and 24/7 hours.",https://passionatehands247.ca/,https://www.instagram.com/passionate_hands_247,,https://www.tiktok.com/@passionatehands247,https://passionatehands247.ca/,Passionate Hands 247 official website,,,"Official site lists Toronto address, services and hours; postal code not published.",Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,passionate hands 247|66 gerrard street east unit 202|toronto|on,01.csv
Family Day Care Services,"155 Gordon Baker Road, Suite 400",Toronto,ON,M2H 3N5,Canada,childcare,licensed child care,licensed child care; early learning; before and after school; licensed home child care; EarlyON,"Family-centred child-care organization operating licensed child care, extended-day/school-age programs, licensed home child care and EarlyON centres in Toronto and surrounding regions.",https://familydaycare.com/,,https://www.facebook.com/FamilyDayCareServices,,https://familydaycare.com/,Family Day Care Services official website,,,Toronto administrative office and Toronto programs are explicitly listed; licensed services are stated on the official site.,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,family day care services|155 gordon baker road suite 400|toronto|on,01.csv
Black and Gill LLP,60 Torlake Cres.,Toronto,ON,M8Z 1C2,Canada,finance,accounting and tax,accounting; tax preparation; tax planning; business advisory; chartered professional accountants,"Full-service Toronto accounting firm serving individuals and owner-managed businesses with accounting, tax and business-advisory solutions.",https://bgllp.ca/,https://www.instagram.com/blackandgill/,https://facebook.com/blackandgill,,https://bgllp.ca/about-us/,Black and Gill LLP official About Us,,,Official site lists Toronto contact address and CPA/accounting services.,Financial & Business Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,black and gill llp|60 torlake cres|toronto|on,01.csv
Afrobeat Kitchen,1510 Queen St W,Toronto,ON,,Canada,food,Nigerian restaurant,Nigerian cuisine; African flavours; restaurant; dine-in,Toronto restaurant serving Nigerian/African flavours at Queen Street West.,,,https://www.facebook.com/afrobeatkitchen/,,https://www.facebook.com/afrobeatkitchen/,Afrobeat Kitchen official Facebook,,,Official Facebook source provides address and operating schedule; postal code not publicly stated in the source.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,afrobeat kitchen|1510 queen st w|toronto|on,01.csv
Vibes Lounge,5235 Steeles Ave W,Toronto,ON,,Canada,nightlife,lounge and private events,VIP tables; bottle service; live events; venue rental; private parties; Afrobeat events,"Toronto nightlife lounge offering VIP tables, bottle service, celebrations, venue rentals and private events.",https://vibeslounge.ca/,https://www.instagram.com/vibesloungetoronto,,https://www.tiktok.com/@vibesloungetoronto,https://vibeslounge.ca/,Vibes Lounge official website,,,Official site lists Toronto location and current event/social links; postal code not published.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,vibes lounge|5235 steeles ave w|toronto|on,01.csv
Black Creek Community Health Centre,"2202 Jane Street, Unit 5",Toronto,ON,M3M 1A4,Canada,health,community health centre,primary care; sexual health; STI testing; pregnancy counselling; diabetes care; mental health counselling,"Community health centre offering primary care, sexual-health services, diabetes care, mental-health counselling and community programs.",https://www.bcchc.com/,https://www.instagram.com/blackcreek_chc/,https://www.facebook.com/BlackCreekCHC/,,https://www.bcchc.com/,Black Creek Community Health Centre official website,,,Official site lists North York Sheridan Mall location within Toronto.,Health & Wellness,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,black creek community health centre|2202 jane street unit 5|toronto|on,01.csv
Blacklock Law Firm,500-333 Bering Avenue,Toronto,ON,M8Z 3A8,Canada,law,personal injury and insurance defence,automobile accidents; personal injury; property and casualty claims; subrogation; occupiers liability; construction disputes,"Ontario-licensed law firm representing insurers and corporations, with limited plaintiff personal-injury cases and listed liability/dispute practices.",https://www.blacklocklawfirm.com/,,,,https://www.blacklocklawfirm.com/,Blacklock Law Firm official website,,,Official site states the firm and lawyers are licensed to practice law in Ontario.,Legal & Government Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,blacklock law firm|500 333 bering avenue|toronto|on,01.csv
A Different Booklist,779 Bathurst Street,Toronto,ON,M5S 0B7,Canada,retail,independent bookstore,books; African Canadian diaspora books; Caribbean studies; school orders; book launches; events,"Independent bookstore with curated African Canadian, Caribbean and other community-focused collections, school services and events.",https://www.adifferentbooklist.com/,,,,https://www.adifferentbooklist.com/,A Different Booklist official website,,,"Official site lists storefront address, collections, school-board services and events.",Shopping & Retail,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,a different booklist|779 bathurst street|toronto|on,01.csv
Afrocan Supermart,2121 Jane Street,Toronto,ON,M3M 1A2,Canada,retail,African and Caribbean supermarket,African groceries; Caribbean groceries; Afro-Latin food; fresh produce; meat; baked goods; beauty products; pickup,"African, Caribbean, Afro-Latin and tropical food supermarket carrying produce, baked goods, meats, dry goods, frozen products, beverages and Black beauty products.",https://afrocanmart.com/,https://www.instagram.com/,https://www.facebook.com/AfrocanFoods/,,https://afrocanmart.com/locations/toronto.html,Afrocan Foods official Toronto location page,,,Official location page identifies North York address within Toronto and store pickup.,Shopping & Retail,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,afrocan supermart|2121 jane street|toronto|on,01.csv
Champions Barbershop,5175 NE Martin Luther King Jr Blvd,Portland,OR,97212,USA,beauty,barbershop,haircuts; beard trims; straight-razor shaves; barbering; community barbershop,"Community-oriented barbershop offering haircuts, beard trims and straight-razor shaves; Travel Oregon highlights its mentoring and relationship-building focus.",https://www.championspdx.com/,https://www.instagram.com/championsbarbershopnw,,,https://traveloregon.com/things-to-do/trip-ideas/discover-portlands-black-owned-businesses/,Travel Oregon,Black-owned,https://traveloregon.com/things-to-do/trip-ideas/discover-portlands-black-owned-businesses/,Official site supplies Portland address; Travel Oregon documents owners Jamaal and Christina Lane and community mission.,Beauty & Personal Care,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,champions barbershop|5175 ne martin luther king jr blvd|portland|or,24.csv
L&M Hair Studio,1010 SE 96th Ave,Portland,OR,97216,USA,beauty,braids and textured hair,braids; knotless box braids; locs; wigs; weaves; sew-ins; microlinks; tape-ins; crochet; textured haircuts,"Appointment-only salon offering braids, locs, extensions, wigs, weaves, sew-ins, microlinks and textured-hair services; official site also lists a second Portland lounge.",https://lmhaircompany.com/,https://www.instagram.com/lmhairstudiopdx,https://www.facebook.com/lmhairstudiopdx,,https://lmhaircompany.com/,L&M Hair Studio,,,Official site lists address,Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,l m hair studio|1010 se 96th ave|portland|or,24.csv
Downtown Portland KinderCare,1400 SW 5th Ave Ste 100,Portland,OR,97201,USA,childcare,daycare and preschool,infant daycare; toddler care; discovery preschool; preschool; prekindergarten; full-time; part-time,"Active downtown childcare center enrolling for Fall 2026, serving children from 6 weeks to 5 years with infant through pre-K programs.",https://www.kindercare.com/our-centers/portland/or/301702,https://www.instagram.com/kindercare,https://www.facebook.com/kindercare,,https://www.kindercare.com/our-centers/portland/or/301702,KinderCare,,,Official center page states address,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,downtown portland kindercare|1400 sw 5th ave ste 100|portland|or,24.csv
Bridgetown Wealth Management,700 NE Multnomah Street Suite 820,Portland,OR,97232,USA,finance,wealth management,financial planning; retirement planning; portfolio construction; annuities; insurance; investment management,Portland-founded advisory firm serving individuals and institutions with comprehensive financial planning and investment strategies; site identifies founders and Portland office.,https://www.bridgetownwealthmanagement.com/,,,,https://www.bridgetownwealthmanagement.com/,Bridgetown Wealth Management,,,Official site states Portland home since 2017,Financial & Business Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,bridgetown wealth management|700 ne multnomah street suite 820|portland|or,24.csv
Akadi PDX,1001 SE Division St Unit 2,Portland,OR,97202,USA,food,West African restaurant,West African cuisine; jollof rice; stews; grilled fish; vegan options; reservations; dinner,"West African restaurant serving Ivorian-inspired stews, grilled fish, jollof rice, skewers and vegan options.",https://www.akadipdx.com/,,,,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Travel Portland,Black-owned,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Official Akadi site supplies address and hours; Travel Portland includes Akadi in its Black-owned restaurants feature.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,akadi pdx|1001 se division st unit 2|portland|or,24.csv
Cason's Fine Meats,5015 NE Martin Luther King Jr Blvd,Portland,OR,97211,USA,food,butcher and prepared foods,fresh meats; smoked meats; fish tacos; fried chicken; Philly steak; ribs; takeout; dine-in,Neighborhood butcher shop and prepared-food counter offering fresh and smoked meats plus daily hot-food specials.,https://www.casonsfinemeats.com/,,https://www.facebook.com/casonsfinemeats,,https://traveloregon.com/things-to-do/trip-ideas/discover-portlands-black-owned-businesses/,Travel Oregon,Black-owned,https://traveloregon.com/things-to-do/trip-ideas/discover-portlands-black-owned-businesses/,Official Cason's site supplies address; Travel Oregon identifies it as Black-owned and community-rooted in Alberta Commons.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,cason s fine meats|5015 ne martin luther king jr blvd|portland|or,24.csv
Kann,548 SE Ash St,Portland,OR,97214,USA,food,Haitian and Caribbean restaurant,Haitian cuisine; Creole smoked duck; griyo; cocktails; reservations; fine dining,"Haitian restaurant by chef Gregory Gourdet with dine-in service, reservations and a menu centered on Haitian and Caribbean flavors.",https://kannrestaurant.com/,,,,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Travel Portland,Black-owned,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Official Kann site supplies address; Travel Portland identifies Kann in its Black-owned restaurants feature and links the official site.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,kann|548 se ash st|portland|or,24.csv
